County,id2,Population,Deaths,rate,high_rate,low_rate,post_rate_mm,post_low,post_high,post_rate_hyp,post_low_hyp,post_high_hyp,post_rate_hypypst,post_low_hypst,post_high_hypst,post_rate_hyp_pty,post_low_hyp_pty,post_high_hyp_pty,log_rate
"Franklin County, Indiana",18047,22715,10.0,4.402377283733216e-05,0,0,4.2062498392105504e-05,1.8559448741173096e-05,6.778369469292383e-05,4.2831701787803465e-05,1.9296658579562663e-05,6.92967791132028e-05,4.254597783783921e-05,2.0344825530610743e-05,7.028633202539158e-05,4.254597783783921e-05,2.0344825530610743e-05,7.028633202539158e-05,-10.030780778193504
"Franklin County, Iowa",19069,10170,0.0,0.0,0,1,3.953150917989583e-06,1.2616318523715432e-14,1.5183391684148572e-05,2.9335620717195447e-06,2.5103147345853412e-17,1.2655901604171482e-05,2.6254693801676007e-06,6.007585374441065e-19,1.196012469662199e-05,2.6254693801676007e-06,6.007585374441065e-19,1.196012469662199e-05,-16.977315754707732
"Franklin County, Kansas",20059,25560,0.0,0.0,0,1,1.7393281787560194e-06,4.7735349474803286e-14,6.969619902441075e-06,1.2599742066230103e-06,1.4494277596144764e-17,5.5629345432407685e-06,1.1138669553824702e-06,1.0797143746308718e-22,5.119527979956216e-06,1.1138669553824702e-06,1.0797143746308718e-22,5.119527979956216e-06,-16.977315754707732
"Franklin County, Kentucky",21073,50560,13.0,2.5712025316455696e-05,0,0,2.5562141022546092e-05,1.260789247562312e-05,3.850769386601814e-05,2.567693202823325e-05,1.2869375269797296e-05,3.969268306729651e-05,2.5575938757787263e-05,1.2531383655408973e-05,3.963500786430689e-05,2.5575938757787263e-05,1.2531383655408973e-05,3.963500786430689e-05,-10.568551764353249
"Franklin County, Maine",23007,30001,0.0,0.0,0,1,1.4908756155133546e-06,1.2565126019333183e-13,5.980708195401428e-06,1.108636840553343e-06,5.890493784984187e-20,4.838016947824699e-06,9.692600341800115e-07,2.9747932352804017e-21,4.5575018443912415e-06,9.692600341800115e-07,2.9747932352804017e-21,4.5575018443912415e-06,-16.977315754707732
"Franklin County, Massachusetts",25011,70382,27.0,3.836208121394675e-05,0,0,3.780915974914424e-05,2.455961730271851e-05,5.274121077973399e-05,3.79856969521533e-05,2.3946313721488218e-05,5.240129933594955e-05,3.833180762583301e-05,2.452998774925503e-05,5.269397292392719e-05,3.833180762583301e-05,2.452998774925503e-05,5.269397292392719e-05,-10.1684410546255
"Franklin County, Mississippi",28037,7782,0.0,0.0,0,1,4.877696927796417e-06,1.1738006419988582e-14,1.9210915445831743e-05,3.7526226432030164e-06,6.850029262097682e-17,1.6465112366792004e-05,3.3225365703762536e-06,7.083093948183512e-20,1.5068068679174532e-05,3.3225365703762536e-06,7.083093948183512e-20,1.5068068679174532e-05,-16.977315754707732
"Franklin County, Missouri",29071,102838,57.0,5.542698224391762e-05,0,0,5.480546501552921e-05,3.9998916767175336e-05,6.846070438021997e-05,5.499327097950012e-05,4.105820418893372e-05,6.910102782914294e-05,5.498733249927337e-05,4.061280903461949e-05,6.901617144328221e-05,5.498733249927337e-05,4.061280903461949e-05,6.901617144328221e-05,-9.800444038664487
"Franklin County, Nebraska",31061,3014,0.0,0.0,0,1,9.501735512387856e-06,8.893557528392206e-14,3.816427818190598e-05,7.655837519280606e-06,1.6242014055893944e-16,3.4301693596756326e-05,6.866347167458442e-06,9.44939672025111e-21,3.105013325158538e-05,6.866347167458442e-06,9.44939672025111e-21,3.105013325158538e-05,-16.977315754707732
"Franklin County, New York",36033,50409,20.0,3.967545477990041e-05,0,0,3.898097335675964e-05,2.267121809472192e-05,5.593153749737918e-05,3.929833937121956e-05,2.299709907078651e-05,5.65610054635044e-05,3.926124051236106e-05,2.3232991639681475e-05,5.67261034386081e-05,3.926124051236106e-05,2.3232991639681475e-05,5.67261034386081e-05,-10.134777828986106
"Franklin County, North Carolina",37069,64705,22.0,3.400046364268604e-05,0,0,3.35513077553907e-05,2.0771787548226247e-05,4.8180725198672634e-05,3.373500186495226e-05,2.034938125914368e-05,4.788980998433928e-05,3.371821311044301e-05,2.0177876617487764e-05,4.801147593023189e-05,3.371821311044301e-05,2.0177876617487764e-05,4.801147593023189e-05,-10.2891363968915
"Franklin County, Ohio",39049,1264518,628.0,4.966319182486924e-05,0,0,4.961883902612476e-05,4.5737882603980514e-05,5.3589135921757124e-05,4.964494942905041e-05,4.5799295005006236e-05,5.356458198302347e-05,4.967590097386903e-05,4.61272075750009e-05,5.380234944030053e-05,4.967590097386903e-05,4.61272075750009e-05,5.380234944030053e-05,-9.910246506392134
"Franklin County, Pennsylvania",42055,153851,83.0,5.39483006285302e-05,0,0,5.343171158822125e-05,4.202317173217269e-05,6.462621853409468e-05,5.3672148251975804e-05,4.211971292317096e-05,6.519953007439319e-05,5.361880549184307e-05,4.232130418044814e-05,6.482998491851532e-05,5.361880549184307e-05,4.232130418044814e-05,6.482998491851532e-05,-9.827484365764017
"Franklin County, Tennessee",47051,41700,0.0,0.0,0,1,1.0774694320744944e-06,2.6618606835522613e-15,4.187447234549609e-06,8.037238142196307e-07,7.176935901705285e-16,3.5615102402244523e-06,7.082230513180385e-07,3.867235178778134e-21,3.117515994719636e-06,7.082230513180385e-07,3.867235178778134e-21,3.117515994719636e-06,-16.977315754707732
"Franklin County, Texas",48159,10607,0.0,0.0,0,1,3.7313188740118477e-06,3.3563318044055353e-16,1.458950671660473e-05,2.865208930121026e-06,4.3046607279891694e-16,1.267597787048952e-05,2.5299337840866687e-06,1.6595291526583377e-17,1.160060484575942e-05,2.5299337840866687e-06,1.6595291526583377e-17,1.160060484575942e-05,-16.977315754707732
"Franklin County, Vermont",50011,48915,12.0,2.4532352039251762e-05,0,0,2.4480988704289748e-05,1.2780766157165286e-05,3.8588822339871976e-05,2.4489739758854727e-05,1.1609854890916616e-05,3.818065508530161e-05,2.5003608058771436e-05,1.2229762866464924e-05,3.860218945299332e-05,2.5003608058771436e-05,1.2229762866464924e-05,3.860218945299332e-05,-10.615517820097574
"Franklin County, Virginia",51067,56069,16.0,2.8536267812873423e-05,0,0,2.8270231413038775e-05,1.599857934869997e-05,4.251513741396974e-05,2.8373491812782347e-05,1.5571862938922854e-05,4.2027981251650994e-05,2.837313657070848e-05,1.60113914711916e-05,4.301572338960169e-05,2.837313657070848e-05,1.60113914711916e-05,4.301572338960169e-05,-10.464334724863644
"Franklin County, Washington",53021,90160,22.0,2.4401064773735582e-05,0,0,2.4436011428080824e-05,1.3960920555814809e-05,3.4313594789440134e-05,2.444127070571148e-05,1.4646563356335977e-05,3.44171077475705e-05,2.4348100247257498e-05,1.5018961214727536e-05,3.442665387002275e-05,2.4348100247257498e-05,1.5018961214727536e-05,3.442665387002275e-05,-10.620883788349389
"Franklin Parish, Louisiana",22041,20330,0.0,0.0,0,1,2.1460647990329017e-06,4.6581643054650986e-14,8.344954374636433e-06,1.57880658700673e-06,8.971496192012535e-20,7.023900877420178e-06,1.3310128213330545e-06,8.844690144463462e-23,6.037461230468281e-06,1.3310128213330545e-06,8.844690144463462e-23,6.037461230468281e-06,-16.977315754707732
"Franklin city, Virginia",51620,8306,0.0,0.0,0,1,4.588827131230308e-06,3.1733612772168003e-14,1.7658336714093737e-05,3.4853048973584226e-06,2.213455365287669e-17,1.5255827250524505e-05,7.225290397527752e-06,3.915932281786921e-11,2.472004634605607e-05,7.225290397527752e-06,3.915932281786921e-11,2.472004634605607e-05,-16.977315754707732
"Frederick County, Maryland",24021,247591,91.0,3.675416311578369e-05,0,0,3.664018334325322e-05,2.920611137114729e-05,4.406467797457711e-05,3.671521729207797e-05,2.9448044391311644e-05,4.4294779777713496e-05,3.6651777218005956e-05,2.94809578390523e-05,4.4295865533929036e-05,3.6651777218005956e-05,2.94809578390523e-05,4.4295865533929036e-05,-10.211259056659216
"Frederick County, Virginia",51069,84421,38.0,4.5012496890584094e-05,0,0,4.444950885246956e-05,3.1255237828128486e-05,5.920593525806636e-05,4.457371204303172e-05,3.147834665678581e-05,5.993027345357375e-05,4.4510561953940655e-05,3.111024889945678e-05,5.956291654306529e-05,4.4510561953940655e-05,3.111024889945678e-05,5.956291654306529e-05,-10.008570398068226
"Fredericksburg city, Virginia",51630,28297,0.0,0.0,0,1,1.56984495137692e-06,1.0431767813510809e-13,6.263185040375533e-06,1.2023357466929333e-06,2.7323006737982245e-18,5.321031055954064e-06,2.4306584076595035e-06,4.20008245881089e-11,7.909060360642845e-06,2.4306584076595035e-06,4.20008245881089e-11,7.909060360642845e-06,-16.977315754707732
"Freeborn County, Minnesota",27047,30446,11.0,3.6129540826381135e-05,0,0,3.518436385195929e-05,1.7194657031265073e-05,5.575917742862221e-05,3.562829843582874e-05,1.711606800493916e-05,5.7187530885114325e-05,3.549293391174767e-05,1.638512795518156e-05,5.593093953857247e-05,3.549293391174767e-05,1.638512795518156e-05,5.593093953857247e-05,-10.228399721814874
"Freestone County, Texas",48161,19624,0.0,0.0,0,1,2.1933037005589754e-06,3.2383453321983897e-14,8.631868922002324e-06,1.6653291463454688e-06,1.5567064062567892e-19,7.263543609880065e-06,1.4397174140192128e-06,2.652591254055955e-19,6.37740181136129e-06,1.4397174140192128e-06,2.652591254055955e-19,6.37740181136129e-06,-16.977315754707732
"Fremont County, Colorado",8043,47446,49.0,0.00010327530244910003,1,0,9.971235106097635e-05,7.203614612207795e-05,0.00012775950669449617,0.0001009855228177932,7.445525543412421e-05,0.00012834429719029813,0.00010073262219478473,7.480000806497263e-05,0.0001298352563615389,0.00010073262219478473,7.480000806497263e-05,0.0001298352563615389,-9.178112296105729
"Fremont County, Idaho",16043,12943,0.0,0.0,0,1,3.170261545385721e-06,8.228976425701943e-13,1.2380429327862522e-05,2.4012338781061034e-06,3.89582591553902e-17,1.0441323069935391e-05,2.0649257716136333e-06,8.665325053784585e-21,9.236394077188617e-06,2.0649257716136333e-06,8.665325053784585e-21,9.236394077188617e-06,-16.977315754707732
"Fremont County, Iowa",19071,6950,0.0,0.0,0,1,5.175777798372941e-06,6.702707640127484e-16,2.0694695901053432e-05,4.1602945885066325e-06,1.485508481382071e-15,1.813605132123445e-05,3.668454278466308e-06,1.3439995266568673e-16,1.6815395533385894e-05,3.668454278466308e-06,1.3439995266568673e-16,1.6815395533385894e-05,-16.977315754707732
"Fremont County, Wyoming",56013,40242,26.0,6.460911485512649e-05,0,0,6.227112567265341e-05,3.941328813677221e-05,8.580167776082115e-05,6.340506748787884e-05,4.0557606642756934e-05,8.795968754732957e-05,6.312310182057927e-05,4.014583488045973e-05,8.79308312163613e-05,6.312310182057927e-05,4.014583488045973e-05,8.79308312163613e-05,-9.647155060300356
"Fresno County, California",6019,979915,491.0,5.010638677844507e-05,0,0,5.000597193731184e-05,4.5644813333553365e-05,5.447659515674811e-05,5.00399866692105e-05,4.563667635369941e-05,5.442865894886477e-05,5.009472808925085e-05,4.5564416925819206e-05,5.43196219649187e-05,5.009472808925085e-05,4.5564416925819206e-05,5.43196219649187e-05,-9.901362077390731
"Frio County, Texas",48163,18956,0.0,0.0,0,1,2.263508428705585e-06,1.726308177098587e-14,9.016727950993047e-06,1.7055630610895767e-06,7.339380988792748e-18,7.731543764803468e-06,3.5454332368508508e-06,1.2666133821791875e-12,1.1674196160947524e-05,3.5454332368508508e-06,1.2666133821791875e-12,1.1674196160947524e-05,-16.977315754707732
"Frontier County, Nebraska",31063,2621,0.0,0.0,0,1,9.973408278530046e-06,1.0879368620711676e-13,3.7895437521652096e-05,8.453248413182699e-06,1.22496421468418e-17,3.642116398439761e-05,7.442240193972551e-06,6.4388099912734486e-18,3.3894314895191714e-05,7.442240193972551e-06,6.4388099912734486e-18,3.3894314895191714e-05,-16.977315754707732
"Fulton County, Arkansas",5049,12123,0.0,0.0,0,1,3.2848407058720124e-06,3.352963175429618e-15,1.2745445143210733e-05,2.510138058754677e-06,8.327962669175159e-18,1.1054880281575561e-05,2.3234570673641353e-06,6.773830192218708e-21,1.0573666648015494e-05,2.3234570673641353e-06,6.773830192218708e-21,1.0573666648015494e-05,-16.977315754707732
"Fulton County, Georgia",13121,1023336,457.0,4.4657864083741804e-05,0,0,4.460956414561476e-05,4.065739909468893e-05,4.8781606289145014e-05,4.462733308614347e-05,4.063735414100114e-05,4.85720792029777e-05,4.465989534363839e-05,4.068961281464082e-05,4.878141889963397e-05,4.465989534363839e-05,4.068961281464082e-05,4.878141889963397e-05,-10.016480138854908
"Fulton County, Illinois",17057,35536,22.0,6.190904997748762e-05,0,0,5.9647951972520175e-05,3.705865937308168e-05,8.517142962271654e-05,6.036335873703334e-05,3.6184304793339735e-05,8.580304647383658e-05,6.0265429779172184e-05,3.6730030193293804e-05,8.567997985330582e-05,6.0265429779172184e-05,3.6730030193293804e-05,8.567997985330582e-05,-9.689844185769939
"Fulton County, Indiana",18049,20139,0.0,0.0,0,1,2.1543021510663516e-06,3.0423784746943574e-14,8.460425839464596e-06,1.633427218825112e-06,1.240930115182027e-18,7.045086416829652e-06,1.4278565185348926e-06,5.922418450029789e-19,6.380080857791447e-06,1.4278565185348926e-06,5.922418450029789e-19,6.380080857791447e-06,-16.977315754707732
"Fulton County, Kentucky",21075,6179,0.0,0.0,0,1,5.664967707295294e-06,6.501329838091305e-14,2.2309867093188177e-05,4.530565136962634e-06,7.451001942513997e-17,1.976161017593746e-05,4.06373068950287e-06,2.284120792917239e-18,1.8320369939277217e-05,4.06373068950287e-06,2.284120792917239e-18,1.8320369939277217e-05,-16.977315754707732
"Fulton County, New York",36035,53828,22.0,4.0870922196626294e-05,0,0,4.00529242148469e-05,2.4094648458755666e-05,5.6526043162764447e-05,4.039186619013848e-05,2.3826753902348256e-05,5.688988419998347e-05,4.018865256921744e-05,2.4803451781672416e-05,5.7250550826040496e-05,4.018865256921744e-05,2.4803451781672416e-05,5.7250550826040496e-05,-10.105091696497162
"Fulton County, Ohio",39051,42514,21.0,4.939549324928259e-05,0,0,4.80245082430163e-05,2.963031562582435e-05,6.957657728014116e-05,4.847540462428339e-05,2.850986519266464e-05,6.953233765027719e-05,4.8410599102915666e-05,2.8297797018894947e-05,6.865125505042348e-05,4.8410599102915666e-05,2.8297797018894947e-05,6.865125505042348e-05,-9.915651367703694
"Fulton County, Pennsylvania",42057,14640,0.0,0.0,0,1,2.8608321386267134e-06,1.2576080104228287e-14,1.1331941045224813e-05,2.1794452552314583e-06,3.667997244123199e-16,9.7045355619569e-06,1.8873348336502923e-06,2.0755781215067417e-20,8.56667815749497e-06,1.8873348336502923e-06,2.0755781215067417e-20,8.56667815749497e-06,-16.977315754707732
"Furnas County, Nebraska",31065,4787,0.0,0.0,0,1,6.995640991331292e-06,5.500568548401554e-13,2.648793032046458e-05,5.665966189285462e-06,4.535477851515603e-17,2.535380785097943e-05,4.908228910318497e-06,2.2729553192284568e-17,2.170867733368179e-05,4.908228910318497e-06,2.2729553192284568e-17,2.170867733368179e-05,-16.977315754707732
"Gadsden County, Florida",12039,46006,10.0,2.173629526583489e-05,0,0,2.1684820890677466e-05,9.51195429898235e-06,3.5089693005885095e-05,2.184756464146968e-05,1.0100278676095792e-05,3.586232872703781e-05,2.2371539745678842e-05,9.512275413809893e-06,3.543843314314535e-05,2.2371539745678842e-05,9.512275413809893e-06,3.543843314314535e-05,-10.736527101747964
"Gage County, Nebraska",31067,21799,10.0,4.587366392953805e-05,0,0,4.34972263494324e-05,1.833275278923211e-05,6.945469340528446e-05,4.452715074672749e-05,2.0608831063164863e-05,7.304811949731446e-05,4.435806811738577e-05,1.9533284813864622e-05,7.172270520386823e-05,4.435806811738577e-05,1.9533284813864622e-05,7.172270520386823e-05,-9.989619376165415
"Gaines County, Texas",48165,20478,0.0,0.0,0,1,2.1269476448061957e-06,2.2409676535593397e-16,8.302483304304664e-06,1.5692567537194633e-06,8.860974057304816e-17,6.698467011641442e-06,1.3851047772320849e-06,7.604456235161955e-21,6.248951810133616e-06,1.3851047772320849e-06,7.604456235161955e-21,6.248951810133616e-06,-16.977315754707732
"Galax city, Virginia",51640,6775,0.0,0.0,0,1,5.2768988899725835e-06,2.559273978178382e-14,2.0229680628536837e-05,4.223515532202045e-06,1.3253310813274438e-16,1.835325894100728e-05,3.7824525075405997e-06,2.0525409005782297e-16,1.687458029322678e-05,3.7824525075405997e-06,2.0525409005782297e-16,1.687458029322678e-05,-16.977315754707732
"Gallatin County, Illinois",17059,5212,0.0,0.0,0,1,6.496248719689307e-06,1.3420692408536638e-13,2.527009694665163e-05,5.147021492490515e-06,7.73439640016553e-16,2.2220563682681353e-05,4.510729815380359e-06,3.682619392103533e-19,2.054579599877154e-05,4.510729815380359e-06,3.682619392103533e-19,2.054579599877154e-05,-16.977315754707732
"Gallatin County, Kentucky",21077,8609,0.0,0.0,0,1,4.504637929346135e-06,7.250500121454576e-16,1.752189563457977e-05,3.4097165564787562e-06,1.6218685659102429e-19,1.5094579322741293e-05,3.028437364681732e-06,5.972264152779415e-24,1.3838772712933248e-05,3.028437364681732e-06,5.972264152779415e-24,1.3838772712933248e-05,-16.977315754707732
"Gallatin County, Montana",30031,104502,34.0,3.253526248301468e-05,0,0,3.230781883467885e-05,2.22808065388073e-05,4.3807332416824884e-05,3.2353674771284977e-05,2.183616285086087e-05,4.313207840984803e-05,3.2593810062463456e-05,2.1835778535017087e-05,4.354668635784923e-05,3.2593810062463456e-05,2.1835778535017087e-05,4.354668635784923e-05,-10.333186057337723
"Gallia County, Ohio",39053,30015,10.0,3.3316674995835414e-05,0,0,3.246351550360168e-05,1.4492373085829264e-05,5.149247901233179e-05,3.2805876589300566e-05,1.450847550784778e-05,5.353660934408576e-05,3.279439433022791e-05,1.4749702272834822e-05,5.317437692321329e-05,3.279439433022791e-05,1.4749702272834822e-05,5.317437692321329e-05,-10.309452535685944
"Galveston County, Texas",48167,329431,142.0,4.3104625854883115e-05,0,0,4.2992408405239516e-05,3.6080911401922824e-05,5.01807034949245e-05,4.302191237541923e-05,3.622592266251456e-05,5.0057051054132234e-05,4.298449983828325e-05,3.600369568906344e-05,5.00988508467903e-05,4.298449983828325e-05,3.600369568906344e-05,5.00988508467903e-05,-10.051880238194293
"Garden County, Nebraska",31069,1930,0.0,0.0,0,1,1.188177450305168e-05,7.473912986215399e-13,4.609019117893887e-05,1.0272096551705783e-05,2.093025873854416e-16,4.6431456831687086e-05,9.035341095550655e-06,1.879702116436385e-18,4.1944514255716566e-05,9.035341095550655e-06,1.879702116436385e-18,4.1944514255716566e-05,-16.977315754707732
"Garfield County, Colorado",8045,58887,38.0,6.453037172890451e-05,0,0,6.310491982366552e-05,4.368785564145303e-05,8.298797907972681e-05,6.362386121740293e-05,4.3986164740981994e-05,8.415072311591128e-05,6.352281654363833e-05,4.3728094032967026e-05,8.355105347610123e-05,6.352281654363833e-05,4.3728094032967026e-05,8.355105347610123e-05,-9.648374565473619
"Garfield County, Montana",30033,1310,0.0,0.0,0,1,1.3875234343526787e-05,3.806394590987993e-12,5.154725357280094e-05,1.254269648567793e-05,1.203651729297019e-16,5.588912059867559e-05,1.0881176958229882e-05,1.2283195589416577e-17,4.927761546003752e-05,1.0881176958229882e-05,1.2283195589416577e-17,4.927761546003752e-05,-16.977315754707732
